Timestamp,Hour_tod,Load_curr,Energy_cum,Delta_load,Ground_Truth_Theft,Rolling_Avg_Week,Rolling_Avg_Month,Rolling_Std_Week,Z_Score_Deviation
2026-06-01 00:00:00,0,0.7321008056120218,0.18302520140300546,0.23210080561202184,0,0.732,0.732,0.1,0.0
2026-06-01 00:15:00,0,0.4842498446896166,0.30408766257540965,-0.24785096092240522,0,0.608,0.608,0.17525709519183477,0.707
2026-06-01 00:30:00,0,0.48873483337507234,0.4262713709191777,0.004484988685455715,0,0.568,0.568,0.14181984487164462,0.561
2026-06-01 00:45:00,0,0.3696285760505537,0.5186785149318162,-0.11910625732451863,0,0.519,0.519,0.15258540323319714,0.977
2026-06-01 01:00:00,1,0.6504059899900015,0.6812800124293166,0.28077741393944783,0,0.545,0.545,0.14467948886044282,-0.728
2026-06-01 01:15:00,1,0.4161347903697174,0.7853137100217459,-0.23427119962028414,0,0.524,0.524,0.13969417340959372,0.769
2026-06-01 01:30:00,1,0.39271878566665624,0.8834934064384099,-0.023416004703061155,0,0.505,0.505,0.13677363959613173,0.82
2026-06-01 01:45:00,1,0.31971558788422244,0.9634223034094656,-0.0730031977824338,0,0.482,0.482,0.14254506613497867,1.136
2026-06-01 02:00:00,2,0.3354651664524628,1.0472885950225812,0.015749578568240385,0,0.465,0.465,0.14197056355803814,0.916
2026-06-01 02:15:00,2,0.44199764602170916,1.1577880065280084,0.10653247956924633,0,0.463,0.463,0.1340566334158521,0.158
2026-06-01 02:30:00,2,0.563796638831201,1.2987371662358087,0.12179899280949186,0,0.472,0.472,0.13075008886872133,-0.7
2026-06-01 02:45:00,2,0.36180740882442103,1.389189018441914,-0.20198923000677999,0,0.463,0.463,0.12867881673967305,0.787
2026-06-01 03:00:00,3,0.46214315740343,1.5047248077927715,0.10033574857900895,0,0.463,0.463,0.12320085148791657,0.007
2026-06-01 03:15:00,3,0.5518917479373646,1.6426977447771127,0.08974859053393464,0,0.469,0.469,0.120728560777725,-0.684
2026-06-01 03:30:00,3,0.32015855428141216,1.7227373833474657,-0.23173319365595246,0,0.459,0.459,0.12254796623778084,1.136
2026-06-01 03:45:00,3,0.5503577106214005,1.860326811002816,0.23019915633998833,0,0.465,0.465,0.12055672351197685,-0.707
2026-06-01 04:00:00,4,0.47498121951680583,1.9790721158820175,-0.07537649110459466,0,0.466,0.466,0.11675323589199915,-0.08
2026-06-01 04:15:00,4,0.22913853412961532,2.0363567494144212,-0.2458426853871905,0,0.453,0.453,0.12624378405252595,1.769
2026-06-01 04:30:00,4,0.7295317537997679,2.218739687864363,0.5003932196701526,0,0.467,0.467,0.1381690245518025,-1.899
2026-06-01 04:45:00,4,0.3270169384380826,2.300493922473884,-0.40251481536168526,0,0.46,0.46,0.13808371834505964,0.964
2026-06-01 05:00:00,5,0.4017723245592498,2.4009370036136963,0.07475538612116722,0,0.457,0.457,0.13518785619330323,0.411
2026-06-01 05:15:00,5,0.7035827499753533,2.5768326911075348,0.3018104254161035,0,0.469,0.469,0.14199316510043086,-1.655
2026-06-01 05:30:00,5,0.6691304557440786,2.7441153050435543,-0.034452294231274716,0,0.477,0.477,0.14489807309500094,-1.324
2026-06-01 05:45:00,5,0.34910646331596545,2.8313919208725458,-0.32002399242811314,0,0.472,0.472,0.14410645501876193,0.852
2026-06-01 06:00:00,6,0.3691412823765988,2.9236772414666956,0.02003481906063337,0,0.468,0.468,0.1425614097092469,0.692
2026-06-01 06:15:00,6,0.4313826202286497,3.031522896523858,0.06224133785205088,0,0.466,0.466,0.1398634383445496,0.25
2026-06-01 06:30:00,6,0.37168851103277534,3.124445024282052,-0.05969410919587437,0,0.463,0.463,0.1383530051810934,0.659
2026-06-01 06:45:00,6,0.4969435819724655,3.2486809197751683,0.12525507093969018,0,0.464,0.464,0.1359192630115595,-0.242
2026-06-01 07:00:00,7,2.068622800709832,3.7658366199526263,1.5716792187373667,0,0.519,0.519,0.32648153917833667,-4.745
2026-06-01 07:15:00,7,1.5437440612464655,4.151772635264242,-0.5248787394633667,0,0.554,0.554,0.3713339990343366,-2.667
2026-06-01 07:30:00,7,2.4327331765760407,4.759955929408252,0.8889891153295753,0,0.614,0.614,0.4971962452949184,-3.658
2026-06-01 07:45:00,7,1.5544562202308718,5.14856998446597,-0.8782769563451689,0,0.644,0.644,0.5165830510473539,-1.763
2026-06-01 08:00:00,8,2.3979413902545104,5.7480553320295975,0.8434851700236385,0,0.697,0.697,0.5931153712173224,-2.868
2026-06-01 08:15:00,8,2.3457727562152417,6.3344985210834075,-0.052168634039268635,0,0.745,0.745,0.6489267507725981,-2.466
2026-06-01 08:30:00,8,1.5069072498762794,6.711225333552477,-0.8388655063389623,0,0.767,0.767,0.6521472338643204,-1.135
2026-06-01 08:45:00,8,2.3383664358074965,7.295816942504351,0.831459185931217,0,0.811,0.811,0.6940703321032359,-2.201
2026-06-01 09:00:00,9,2.0849641877999345,7.817057989454335,-0.25340224800756195,0,0.845,0.845,0.7157101001046678,-1.732
2026-06-01 09:15:00,9,1.796129603582557,8.266090390349973,-0.2888345842173776,0,0.87,0.87,0.7226331979071556,-1.281
2026-06-01 09:30:00,9,1.8901853878182828,8.738636737304544,0.09405578423572591,0,0.896,0.896,0.7315307808226523,-1.359
2026-06-01 09:45:00,9,2.495711944861992,9.362564723520043,0.6055265570437094,0,0.936,0.936,0.7650955124085933,-2.038
2026-06-01 10:00:00,10,0.5178168520685904,9.49201893653719,-1.9778950927934018,0,0.926,0.926,0.7582924199702193,0.538
2026-06-01 10:15:00,10,0.552704439078349,9.630195046306778,0.03488758700975858,0,0.917,0.917,0.7512000869674296,0.485
2026-06-01 10:30:00,10,0.5216447958990024,9.760606245281528,-0.03105964317934662,0,0.908,0.908,0.744650122716319,0.519
2026-06-01 10:45:00,10,0.6342646242179181,9.919172401336008,0.1126198283189157,0,0.902,0.902,0.7370962560994743,0.363
2026-06-01 11:00:00,11,0.4779801728024735,10.038667444536626,-0.15628445141544456,0,0.892,0.892,0.7314051333040277,0.567
2026-06-01 11:15:00,11,0.40182180439326126,10.13912289563494,-0.07615836840921225,0,0.882,0.882,0.7268396840799886,0.66
2026-06-01 11:30:00,11,0.4858545254388801,10.260586526994661,0.08403272104561882,0,0.873,0.873,0.7212104505371163,0.537
2026-06-01 11:45:00,11,0.4927221749351916,10.383767070728458,0.006867649496311523,0,0.865,0.865,0.7156075527332243,0.521
2026-06-01 12:00:00,12,0.5375409671857645,10.518152312524899,0.04481879225057289,0,0.859,0.859,0.7096605486201882,0.452
2026-06-01 12:15:00,12,0.6317384974502662,10.676086936887465,0.09419753026450173,0,0.854,0.854,0.703114301348236,0.316
2026-06-01 12:30:00,12,0.6964803212419327,10.850207017197949,0.06474182379166649,0,0.851,0.851,0.6963974312466674,0.222
2026-06-01 12:45:00,12,0.6477689195324206,11.012149247081053,-0.04871140170951216,0,0.847,0.847,0.6901119027547329,0.289
2026-06-01 13:00:00,13,0.38239422750225754,11.107747803956618,-0.265374692030163,0,0.838,0.838,0.686418277384478,0.664
2026-06-01 13:15:00,13,0.7004676613082562,11.282864719283683,0.3180734338059987,0,0.836,0.836,0.6801705417904123,0.199
2026-06-01 13:30:00,13,0.602272272459209,11.433432787398486,-0.09819538884904722,0,0.832,0.832,0.6745783739400258,0.34
2026-06-01 13:45:00,13,0.3649610932889552,11.524673060720724,-0.2373111791702538,0,0.823,0.823,0.6713191270028201,0.683
2026-06-01 14:00:00,14,0.49453273761566857,11.648306245124642,0.12957164432671336,0,0.817,0.817,0.6667208742568178,0.484
2026-06-01 14:15:00,14,0.3236652739868674,11.72922256362136,-0.17086746362880118,0,0.809,0.809,0.6640192846876457,0.731
2026-06-01 14:30:00,14,0.3910692616669931,11.826989879038107,0.06740398768012568,0,0.802,0.802,0.6605139727003797,0.622
2026-06-01 14:45:00,14,0.3142945211122444,11.905563509316169,-0.0767747405547487,0,0.794,0.794,0.6579100735833942,0.729
2026-06-01 15:00:00,15,0.4221432116281704,12.01109931222321,0.10784869051592605,0,0.788,0.788,0.6541366904109239,0.559
2026-06-01 15:15:00,15,0.5398403172425095,12.146059391533838,0.11769710561433905,0,0.784,0.784,0.649515452919956,0.375
2026-06-01 15:30:00,15,0.6018116148158923,12.296512295237811,0.06197129757338282,0,0.781,0.781,0.644663180220509,0.278
2026-06-01 15:45:00,15,0.679023244715551,12.466268106416699,0.07721162989965868,0,0.779,0.779,0.6396526960784549,0.157
