Hour_tod,Load_curr,Energy_cum,Delta_load,Bal_token,Minutes_Remaining,Ground_Truth_Theft
0,0.33862803573425293,0.08465700893356323,-0.16137196426574707,99.98984115892797,10000.0,0
0,0.35512366333621814,0.17343792476761777,0.016495627601965213,99.97918744902789,10000.0,0
0,0.48235819129493196,0.29402747259135076,0.12723452795871382,99.96471670328904,10000.0,0
0,0.3691799164660003,0.38632245170785084,-0.11317827482893167,99.95364130579506,10000.0,0
1,0.5544225155519791,0.5249280805958456,0.1852425990859788,99.9370086303285,10000.0,0
1,0.26447025965250115,0.5910456455089709,-0.28995225589947793,99.92907452253893,10000.0,0
1,0.4194804975943892,0.6959157699075682,0.15501023794188806,99.9164901076111,10000.0,0
1,0.5967378742360777,0.8451002384665877,0.1772573766416885,99.89858797138402,10000.0,0
2,0.4829925557499841,0.9658483774040837,-0.1137453184860936,99.88409819471151,10000.0,0
2,0.6684371927095265,1.1329576755814652,0.18544463695954239,99.86404507893023,10000.0,0
2,0.2954504135536628,1.206820278969881,-0.3729867791558637,99.85518156652363,10000.0,0
2,0.40295920640799415,1.3075600805718794,0.10750879285433135,99.84309279033138,10000.0,0
3,0.7025157345910085,1.4831890142196316,0.2995565281830143,99.82201731829365,10000.0,0
3,0.8071978235340551,1.6849884701031455,0.10468208894304665,99.79780138358763,10000.0,0
3,0.6976634082310619,1.859404322160911,-0.10953441530299324,99.77687148134069,10000.0,0
3,0.42357310471562887,1.9652975983398182,-0.274090303515433,99.76416428819923,10000.0,0
4,0.21718238127770445,2.019593193659244,-0.20639072343792442,99.75764881676089,10000.0,0
4,0.47316558230708294,2.1378845892360148,0.2559832010293785,99.74345384929168,10000.0,0
4,0.2993185734067956,2.2127142325877136,-0.17384700890028737,99.73447429208947,10000.0,0
4,0.3432631457347105,2.298530019021391,0.04394457232791493,99.72417639771743,10000.0,0
5,0.6671101871899668,2.465307565818883,0.32384704145525633,99.70416309210172,10000.0,0
5,0.697282984633714,2.6396283119773116,0.030172797443747124,99.68324460256271,10000.0,0
5,0.29257096246296077,2.7127710525930517,-0.4047120221707532,99.67446747368882,10000.0,0
5,0.5343576262647469,2.8463604591592384,0.24178666380178615,99.65843674490088,10000.0,0
6,0.6753220132582685,3.0151909624738056,0.14096438699352154,99.63817708450314,10000.0,0
6,0.3774938368082177,3.1095644216758602,-0.2978281764500508,99.6268522693989,10000.0,0
6,0.7538574447351063,3.2980287828596366,0.3763636079268886,99.60423654605684,10000.0,0
6,0.5429112569521295,3.433756597097669,-0.2109461877829768,99.58794920834828,10000.0,0
7,1.3835440808849548,3.7796426173189075,0.8406328239328253,99.54644288592173,10000.0,0
7,2.511815635660035,4.407596526233917,1.1282715547750803,99.47108841685193,10000.0,0
7,1.8314570901658378,4.865460798775376,-0.6803585454941974,99.41614470414696,10000.0,0
7,1.8641225812908908,5.3314914440980985,0.032665491125053014,99.36022102670823,10000.0,0
8,2.479842485495053,5.9514520654718615,0.6157199042041623,99.28582575214338,10000.0,0
8,2.419490742192317,6.5563247510199405,-0.06035174330273607,99.21324102987761,10000.0,0
8,2.5297452118449555,7.188761053981179,0.11025446965263841,99.13734867352225,10000.0,0
8,1.8355588043673472,7.647650755073016,-0.6941864074776083,99.08228190939123,10000.0,0
9,1.8553085245558973,8.11147788621199,0.019749720188550146,99.02662265365456,10000.0,0
9,1.4777568634486289,8.480917102074146,-0.37755166110726845,98.9822899477511,10000.0,0
9,1.8778593579907497,8.950381941571834,0.40010249454212077,98.92595416701137,10000.0,0
9,2.413996018265525,9.553880946138214,0.5361366602747755,98.8535342864634,10000.0,0
10,0.4132105678506201,9.65718358810087,-2.000785450414905,98.84113796942788,10000.0,0
10,0.8253747918427737,9.863527286061563,0.41216422399215363,98.8163767256726,10000.0,0
10,0.3916462189133884,9.96143884078991,-0.4337285729293853,98.8046273391052,10000.0,0
10,0.4445671156516397,10.07258061970282,0.05292089673825129,98.79129032563564,10000.0,0
11,0.36836691044334846,10.164672347313656,-0.07620020520829124,98.78023931832234,10000.0,0
11,0.3320550843626002,10.247686118404307,-0.03631182608074829,98.77027766579147,10000.0,0
11,0.7709898655148806,10.440433584783026,0.4389347811522804,98.74714796982602,10000.0,0
11,0.280075759847524,10.510452524744908,-0.4909141056673566,98.7387456970306,10000.0,0
12,0.5876337836755201,10.657360970663788,0.30755802382799613,98.72111668352034,10000.0,0
12,0.4753484833709536,10.776198091506526,-0.11228530030456652,98.70685622901921,10000.0,0
12,0.5989725213565406,10.925941221845662,0.12362403798558697,98.68888705337851,10000.0,0
12,0.5921961648832503,11.073990263066474,-0.006776356473290224,98.67112116843201,10000.0,0
13,0.6117027194019864,11.226915942916971,0.019506554518736063,98.65277008684996,10000.0,0
13,0.583222902368566,11.372721668509113,-0.028479817033420396,98.6352733997789,10000.0,0
13,0.40075203784328395,11.472909677969934,-0.18247086452528205,98.6232508386436,10000.0,0
13,0.6825010599338829,11.643534942953405,0.28174902209059893,98.60277580684559,10000.0,0
14,0.4794111355595132,11.763387726843284,-0.20308992437436968,98.5883934727788,10000.0,0
14,0.6395805511557816,11.92328286463223,0.1601694155962684,98.56920605624413,10000.0,0
14,0.565551597845929,12.064670764093712,-0.0740289533098526,98.55223950830874,10000.0,0
14,0.5681199541010916,12.206700752618985,0.002568356255162607,98.53519590968571,10000.0,0
15,0.5794414854116025,12.351561123971885,0.011321531310510835,98.51781266512336,10000.0,0
15,0.4253287604040767,12.457893314072905,-0.15411272500752576,98.50505280231124,10000.0,0
15,0.3195079347376346,12.537770297757314,-0.10582082566644208,98.4954675642691,10000.0,0
15,0.43909901456511624,12.647545051398593,0.11959107982748163,98.48229459383215,10000.0,0
16,0.5097537460726216,12.774983487916748,0.07065473150750534,98.46700198144997,10000.0,0
16,0.4468103543068328,12.886686076493456,-0.06294339176578878,98.45359767082077,10000.0,0
